gene,gene_ensembl_id,gene_full_name,baseMean,avg_log2FC,lfcSE,stat,p_val,p_val_adj,mean_counts_group1,mean_counts_group2,CHR,Significance
0610005C13Rik,ENSMUSG00000109644,RIKEN cDNA 0610005C13 gene,119.130288249327,0.474728175488098,0.239045853880918,1.98592934276361,4.7041170049301903E-2,0.163026858685548,137.488111483105,100.772465015548,7,Not Significant
0610009E02Rik,ENSMUSG00000086714,RIKEN cDNA 0610009E02 gene,492.997029617589,-0.318238119849138,0.161568105998622,-1.9696840405609,4.8874593177888198E-2,0.16697559161120301,439.232680651283,546.761378583895,2,Not Significant
0610009L18Rik,ENSMUSG00000043644,RIKEN cDNA 0610009L18 gene,207.689853392287,0.680066473077999,0.213090038646373,3.19145126350361,1.41559991182889E-3,1.7708643234360701E-2,254.470772019629,160.908934764945,11,Not Significant
0610010K14Rik,ENSMUSG00000020831,RIKEN cDNA 0610010K14 gene,229.774918824246,0.147060310332026,0.213598711183201,0.68848875312686,0.49114505037874001,0.67396879240711804,242.802624315719,216.747213332773,11,Not Significant
0610025J13Rik,ENSMUSG00000046683,RIKEN cDNA 0610025J13 gene,9.45683931377441,-0.412157270269841,0.634211519930735,-0.649873515881349,0.51577392671866695,,8.26677190767733,10.6469067198715,4,Not Significant
0610030E20Rik,ENSMUSG00000058706,RIKEN cDNA 0610030E20 gene,736.984177534225,0.122400855059344,0.161572376960375,0.757560527127495,0.44871411824962498,0.63975265221913602,766.361354630338,707.607000438112,6,Not Significant
0610038B21Rik,ENSMUSG00000097882,RIKEN cDNA 0610038B21 gene,33.7817974308877,1.07888304021259,0.467187160512146,2.30931654677727,2.0926022118203099E-2,9.8271736200922805E-2,46.4601605838085,21.103434277967,8,Not Significant
0610040B10Rik,ENSMUSG00000089889,RIKEN cDNA 0610040B10 gene,180.64778991648,-0.140223309543944,0.313782048276371,-0.446881235922199,0.65496081277433904,0.796712097153494,170.517568327087,190.778011505873,5,Not Significant
0610040F04Rik,ENSMUSG00000087341,RIKEN cDNA 0610040F04 gene,164.302913979579,0.165711606577627,0.237224655559551,0.698542932591708,0.48483771839107198,0.66915479138569101,173.151589717743,155.454238241415,6,Not Significant
0610040J01Rik,ENSMUSG00000060512,RIKEN cDNA 0610040J01 gene,590.057199844333,-1.10736833338798,0.335415371111212,-3.30148355968103,9.6174970983860903E-4,1.35954353128036E-2,373.541698302676,806.572701385989,5,Not Significant
0610043K17Rik,ENSMUSG00000087361,RIKEN cDNA 0610043K17 gene,1342.37940568334,0.395684678287038,0.210055276461678,1.883716919433,5.9603276578292202E-2,0.18790369537343499,1524.35666862083,1160.40214274584,4,Not Significant
0710001A04Rik,ENSMUSG00000114511,RIKEN cDNA 0710001A04 gene,62.2843413969725,0.548820717724327,0.389235938294799,1.40999497664232,0.158541166194064,0.34272696484291898,75.0340180125175,49.5346647814275,18,Not Significant
1010001B22Rik,ENSMUSG00000097863,RIKEN cDNA 1010001B22 gene,24.6381065604705,-0.306716101015304,0.507193361658085,-0.604732088788794,0.54535702326785696,0.71662873790927795,21.3866570211072,27.8895560998338,5,Not Significant
1110002J07Rik,ENSMUSG00000097134,RIKEN cDNA 1110002J07 gene,42.208972970172,1.5031079539392,0.377150071698478,3.98543727479628,6.73559692629627e-05,1.96986326740471E-3,61.4494107603143,22.9685351800297,10,Significantly Up
1110002L01Rik,ENSMUSG00000071456,RIKEN cDNA 1110002L01 gene,803.30050616624,-0.0346384076218304,0.166344939108575,-0.208232410360387,0.83504750339254696,0.91161074207738502,793.013698012278,813.587314320202,12,Not Significant
1110002O04Rik,ENSMUSG00000102531,RIKEN cDNA 1110002O04 gene,22.0188015210844,0.593423508334687,0.483957072933407,1.22619038241919,0.22012703967730701,0.42018182791975001,26.4764353649875,17.5611676771814,1,Not Significant
1110004F10Rik,ENSMUSG00000030663,RIKEN cDNA 1110004F10 gene,1600.27488337093,0.193630135447147,0.168193812998392,1.15123221238226,0.24963671637746501,0.453817390553658,1709.01431731972,1491.53544942213,7,Not Significant
1110006O24Rik,ENSMUSG00000107121,RIKEN cDNA 1110006O24 gene,23.4592946982462,-1.07966837870563,0.496532395032161,-2.17441679436787,2.9673847953682501E-2,0.121948927540734,14.5884588985873,32.3301304979052,5,Not Significant
1110013H19Rik,,1110013H19Rik,11.5210170756685,0.363639323226726,0.589924098622932,0.616417135824041,0.53761924660276295,0.71086923113358702,13.0297200674675,10.0123140838696,15,Not Significant
1110015O18Rik,ENSMUSG00000098659,RIKEN cDNA 1110015O18 gene,78.4035639240589,2.04127513906631,0.321948188827961,6.34038398071902,2.29193213311101e-10,4.49002478077201e-08,125.78726636174,31.0198614863778,3,Significantly Up
1110018N20Rik,ENSMUSG00000085151,RIKEN cDNA 1110018N20 gene,146.266965378432,0.799418264669692,0.315838295030256,2.53109986106375,1.13705470998158E-2,6.8173926930867698E-2,187.02680597091,105.507124785955,2,Not Significant
1110019D14Rik,ENSMUSG00000097616,RIKEN cDNA 1110019D14 gene,1221.14003368989,-0.645121613614519,0.183461355931655,-3.51638965240641,4.3745845900484699E-4,7.9330761419800291E-3,951.229765881183,1491.05030149861,6,Significantly Down
1110020A21Rik,ENSMUSG00000097047,RIKEN cDNA 1110020A21 gene,67.9153588864744,0.746725913478727,0.280677516359086,2.66044079043153,7.8038446858423099E-3,5.3483379124158903E-2,84.5219882729007,51.3087295000481,17,Not Significant
1110032F04Rik,ENSMUSG00000046999,RIKEN cDNA 1110032F04 gene,10.7548411516534,-0.217623016656799,0.777082404641137,-0.280051401700826,0.77943806914048397,,10.3441767404068,11.1655055629,3,Not Significant
1110035H17Rik,ENSMUSG00000099098,RIKEN cDNA 1110035H17 gene,57.6756532570681,0.248636215687199,0.302890456056904,0.820878343028701,0.41171556811527099,0.60895195779784395,61.8648578761177,53.4864486380185,7,Not Significant
1110038B12Rik,ENSMUSG00000092203,RIKEN cDNA 1110038B12 gene,199.564413912427,0.404709795718187,0.185456673867753,2.18223365747831,2.90922924575511E-2,0.120639600360627,226.441296367662,172.687531457191,17,Not Significant
1110038F14Rik,ENSMUSG00000063236,RIKEN cDNA 1110038F14 gene,741.166130605812,0.490027531525025,0.228473374534257,2.14479053642004,3.1969598202676697E-2,0.127866077865328,867.289210275649,615.043050935976,15,Not Significant
1110046J04Rik,ENSMUSG00000085457,RIKEN cDNA 1110046J04 gene,1050.88433281018,-0.167631086615877,0.181098451170157,-0.925635120194232,0.354635635427547,0.55853492866542098,988.474484897534,1113.29418072282,13,Not Significant
1110059E24Rik,ENSMUSG00000035171,RIKEN cDNA 1110059E24 gene,1125.21946459769,-0.209642709883125,0.14369869320141,-1.45890477646367,0.144591318312458,0.32435814152279502,1041.88109267678,1208.55783651859,19,Not Significant
1110059G10Rik,ENSMUSG00000032551,RIKEN cDNA 1110059G10 gene,384.19564124758,0.0709875194667532,0.168200692280223,0.422040590347202,0.67299539038199496,0.80899694799840804,394.344312251777,374.046970243384,9,Not Significant
1110065P20Rik,ENSMUSG00000078570,RIKEN cDNA 1110065P20 gene,482.328145402998,0.673360514347765,0.195612585988892,3.44231691914753,5.7675412116798999E-4,9.6196798325616298E-3,594.746108204315,369.910182601681,4,Significantly Up
1190005I06Rik,ENSMUSG00000043687,RIKEN cDNA 1190005I06 gene,484.907446016124,-0.531227742079755,0.214736130050255,-2.47386288444069,1.3366098441609501E-2,7.5383052753520405E-2,395.604406724879,574.21048530737,8,Not Significant
1300002E11Rik,ENSMUSG00000097290,RIKEN cDNA 1300002E11 gene,355.104815470386,0.127912436259032,0.188736932074465,0.677728703402709,0.497943723629518,0.67983559269497496,370.780116605133,339.429514335638,16,Not Significant
1300014J16Rik,ENSMUSG00000112545,RIKEN cDNA 1300014J16 gene,39.3347616764939,-0.254791795216121,0.355578311730226,-0.716556063209583,0.47364806305594898,0.66003057827270395,35.5490907742702,43.1204325787177,12,Not Significant
1500002C15Rik,ENSMUSG00000096221,RIKEN cDNA 1500002C15 gene,40.7174633243063,0.210474534768938,0.332121361532514,0.633727784920973,0.52625848882926096,0.70228672829692396,43.3789103506401,38.0560162979725,4,Not Significant
1500002F19Rik,ENSMUSG00000097595,RIKEN cDNA 1500002F19 gene,11.3307256211105,0.0149328526110876,0.582145056986102,0.0256514290242339,0.97953536511764505,0.98959043502958,11.4543372551501,11.2071139870708,7,Not Significant
1500004A13Rik,ENSMUSG00000098912,RIKEN cDNA 1500004A13 gene,4675.13530875722,-0.105622267921336,0.152375802557986,-0.693169559393408,0.488203149049872,0.67165937413340604,4502.21973305028,4848.05088446416,3,Not Significant
1500009L16Rik,ENSMUSG00000087651,RIKEN cDNA 1500009L16 gene,165.524292368649,1.13126362494054,0.325667915104174,3.47367232838604,5.1338757027906401E-4,8.9288159835971895E-3,228.734530048867,102.31405468843,10,Significantly Up
1500011B03Rik,,1500011B03Rik,1050.58064113901,0.749417509343203,0.197164753689624,3.80097099161513,1.4413017658795199E-4,3.4790299679475899E-3,1318.6822186893,782.47906358872,5,Significantly Up
1500015A07Rik,ENSMUSG00000098702,RIKEN cDNA 1500015A07 gene,544.256189088113,0.335668940479694,0.214533628388362,1.56464486710701,0.117666202442146,0.28491795241529899,605.527579316616,482.984798859609,18,Not Significant
1500015L24Rik,ENSMUSG00000094732,RIKEN cDNA 1500015L24 gene,345.873471912672,-0.620346095990993,0.290592817364944,-2.13476059599892,3.2780570464944397E-2,0.129834317428006,271.829198485467,419.917745339877,19,Not Significant
1500026H17Rik,ENSMUSG00000097383,RIKEN cDNA 1500026H17 gene,211.747717715108,0.173299321653021,0.225722307935734,0.767754517654326,0.442633040326051,0.63487482493512704,223.250893561814,200.244541868403,10,Not Significant
1500032F14Rik,ENSMUSG00000117718,RIKEN cDNA 1500032F14 gene,49.9365574396967,0.211768911814554,0.367124683203338,0.576831037256251,0.56405360069994004,0.73029838320900498,53.3586617528479,46.5144531265455,19,Not Significant
1500035N22Rik,ENSMUSG00000059631,RIKEN cDNA 1500035N22 gene,468.816342211777,-0.01064077658027,0.204932584764422,-0.0519233024484711,0.958589806648658,0.97848735766409101,466.809775843514,470.82290858004,5,Not Significant
1600002D24Rik,ENSMUSG00000117232,RIKEN cDNA 1600002D24 gene,34.1558585963978,-0.226026198842809,0.403997455514808,-0.559474312913152,0.57583805719922099,0.73932565202170297,30.7742997378516,37.537417454944,16,Not Significant
1600010M07Rik,ENSMUSG00000101585,RIKEN cDNA 1600010M07 gene,3635.33093615494,-0.240042173297541,0.224772962914503,-1.06793170399611,0.28555132010328199,0.49111799844829801,3332.73449746736,3937.92737484252,7,Not Significant
1600012H06Rik,ENSMUSG00000050088,RIKEN cDNA 1600012H06 gene,766.471149645499,-0.309515763526847,0.222525095093828,-1.39092520507109,0.16424810872024201,0.35057829434520899,683.336118852992,849.606180438006,17,Not Significant
1600014C10Rik,ENSMUSG00000054676,RIKEN cDNA 1600014C10 gene,202.435252862952,0.443501329814588,0.215833915931047,2.05482686954664,3.9895729959844799E-2,0.147049117562325,234.142042772445,170.728462953459,7,Not Significant
1600020E01Rik,ENSMUSG00000097048,RIKEN cDNA 1600020E01 gene,948.074517639942,0.238415615228651,0.166856313817251,1.42886780712281,0.153042231858493,0.33527534410523002,1026.21979177933,869.929243500551,6,Not Significant
1600022D10Rik,ENSMUSG00000117315,RIKEN cDNA 1600022D10 gene,43.5288040357977,-1.33034589054257,0.510006828569775,-2.60848642806076,9.0943618020176593E-3,5.9109082059686603E-2,24.3534841612898,62.7041239103057,17,Not Significant
1700001D01Rik,ENSMUSG00000099419,RIKEN cDNA 1700001D01 gene,56.5555788936614,-0.813050663593831,0.343048964521518,-2.37007176141128,1.7784633030343399E-2,8.9026724253312095E-2,41.052695984739,72.0584618025839,8,Not Significant
1700001G11Rik,ENSMUSG00000085984,RIKEN cDNA 1700001G11 gene,76.6663862241116,0.161855803418641,0.299999618053331,0.539520031621731,0.58952807879151303,0.74930469360904395,80.2395569180186,73.0932155302046,14,Not Significant
1700001J03Rik,ENSMUSG00000095040,RIKEN cDNA 1700001J03 gene,15.1165767491666,-1.88379169136785,0.643208781212282,-2.92874063040214,3.4033828548217702E-3,3.1551182305012901E-2,6.35503508304236,23.8781184152909,5,Not Significant
1700001K19Rik,ENSMUSG00000056508,RIKEN cDNA 1700001K19 gene,238.237872339829,0.571914267176256,0.217054380801337,2.63488930776159,8.4164725321782003E-3,5.6270595171671697E-2,285.352121303589,191.123623376069,12,Not Significant
1700001K23Rik,ENSMUSG00000118314,RIKEN cDNA 1700001K23 gene,89.3771310193349,0.0721100052906563,0.302886535125145,0.238075968814072,0.81182217302813398,0.89738631135431801,90.9439181805931,87.8103438580768,19,Not Significant
1700001L05Rik,ENSMUSG00000075511,RIKEN cDNA 1700001L05 gene,19.2278838735164,-0.467755846819401,0.459710640317376,-1.01750058797088,0.30891535270572001,0.51286666247897295,16.3796403029775,22.0761274440553,15,Not Significant
1700001O22Rik,ENSMUSG00000044320,RIKEN cDNA 1700001O22 gene,54.1409813533239,-1.69859071776679,0.370932805376851,-4.57924101924901,4.66666209187419e-06,2.1586945996929601E-4,25.3451312828928,82.9368314237549,2,Significantly Down
1700003D09Rik,ENSMUSG00000085944,RIKEN cDNA 1700003D09 gene,785.718584860389,-0.674330072931332,0.241480662512588,-2.79248063143018,5.2305598890000299E-3,4.1865467082641501E-2,606.189341904194,965.247827816584,11,Not Significant
1700003E16Rik,ENSMUSG00000030030,RIKEN cDNA 1700003E16 gene,150.205581768175,-0.197685755711999,0.203364474042708,-0.972076153627914,0.33101266442657201,0.53592772411369105,139.152328118695,161.258835417655,6,Not Significant
1700003F12Rik,ENSMUSG00000038523,RIKEN cDNA 1700003F12 gene,61.0061201762269,-0.304512136298187,0.453650095326661,-0.671248919453916,0.50206196938002201,0.68312271367747002,54.5684265149247,67.4438138375291,2,Not Significant
1700003G18Rik,ENSMUSG00000087621,RIKEN cDNA 1700003G18 gene,42.5805857605304,-0.495586132767533,0.359894984805404,-1.37702983839993,0.168503022816158,0.35592857001325801,34.9836073087396,50.1775642123213,7,Not Significant
1700003I16Rik,ENSMUSG00000107526,RIKEN cDNA 1700003I16 gene,17.0496370617163,-0.0729713399373755,0.566269028014347,-0.128863378230756,0.89746575494018999,0.94732749794581395,16.4113618999498,17.6879122234829,6,Not Significant
1700003L19Rik,ENSMUSG00000101565,RIKEN cDNA 1700003L19 gene,46.7496447512941,-0.888461899399638,0.339174611976018,-2.61948231981013,8.8063337484139206E-3,5.7962702573554202E-2,33.1391389621361,60.3601505404522,16,Not Significant
1700003M07Rik,ENSMUSG00000085389,RIKEN cDNA 1700003M07 gene,87.0210031748167,0.546015729719777,0.267917072048602,2.03800275042095,4.1549657810758797E-2,0.15086906698692401,104.076652247536,69.9653541020969,4,Not Significant
1700006F04Rik,ENSMUSG00000100274,RIKEN cDNA 1700006F04 gene,20.9495203796846,-0.586852954341225,0.493174684603783,-1.18994946955297,0.23406625318065599,0.43608647169832299,16.79439486554,25.1046458938292,14,Not Significant
1700007F19Rik,ENSMUSG00000100666,RIKEN cDNA 1700007F19 gene,71.4909687170749,-0.433434847882063,0.271149601605815,-1.59850814943173,0.10992993319896401,0.27316082240154199,61.2492620777828,81.7326753563671,3,Not Significant
1700007J10Rik,ENSMUSG00000086330,RIKEN cDNA 1700007J10 gene,650.750132441293,-0.205124095034038,0.239704161021333,-0.855738566072627,0.39214240298901598,0.59214871585732398,605.013069121113,696.487195761472,11,Not Significant
1700007L15Rik,ENSMUSG00000097318,RIKEN cDNA 1700007L15 gene,54.1746282778055,-0.558635862688876,0.421513519257949,-1.32530947921273,0.18506852626571799,0.37733264766164898,43.075904430455,65.273352125156,16,Not Significant
1700008C04Rik,ENSMUSG00000111986,RIKEN cDNA 1700008C04 gene,10.6490804589866,-0.935451980323865,0.707618199648279,-1.32197275421807,0.18617722373890699,,7.27335978026601,14.0248011377072,12,Not Significant
1700008J07Rik,ENSMUSG00000101225,RIKEN cDNA 1700008J07 gene,34.28504833483,-0.220736699374089,0.44037713627196,-0.501244685958833,0.61619892880136495,0.76903581678521205,31.3444275461293,37.2256691235306,7,Not Significant
1700008O03Rik,ENSMUSG00000008028,RIKEN cDNA 1700008O03 gene,691.091911373935,0.233769421992484,0.222147083056906,1.05231821537175,0.292653577213914,0.49715469294164399,747.685040150949,634.498782596921,7,Not Significant
1700010H22Rik,ENSMUSG00000067101,RIKEN cDNA 1700010H22 gene,12.4452764582846,-1.02720188046687,0.964917341381359,-1.06454909287499,0.28708002721213699,0.49260484590044801,8.23306841333754,16.6574845032316,5,Not Significant
1700010I14Rik,ENSMUSG00000023873,RIKEN cDNA 1700010I14 gene,151.963895881185,1.01715761518139,0.257768204692352,3.94601660199081,7.94621064355718e-05,2.2208749693688901E-3,201.639077128174,102.288714634196,17,Significantly Up
1700010K23Rik,ENSMUSG00000092599,RIKEN cDNA 1700010K23 gene,116.292578923601,-0.576481235323838,0.464728194512906,-1.24046968126835,0.214801721580961,0.413820628105598,93.8192245550045,138.765933292197,16,Not Significant
1700010K24Rik,ENSMUSG00000085102,RIKEN cDNA 1700010K24 gene,217.690065632662,-0.0306642297687026,0.282301223042294,-0.108622376616868,0.91350201179415003,0.95628631400146502,213.982239899891,221.397891365433,3,Not Significant
1700011L22Rik,ENSMUSG00000031682,RIKEN cDNA 1700011L22 gene,67.2930175911574,-1.39075054613356,0.47101562794758,-2.95266327402695,3.1504541285156998E-3,3.0218445905550201E-2,36.8863204639479,97.6997147183669,8,Not Significant
1700012B09Rik,ENSMUSG00000031927,RIKEN cDNA 1700012B09 gene,131.357527513368,-0.963875658693843,0.634633013745963,-1.51879218038864,0.12881481481124099,0.30113345090287402,88.767372756983,173.947682269753,9,Not Significant
1700012I11Rik,ENSMUSG00000102069,RIKEN cDNA 1700012I11 gene,11.6576982517554,-0.0729408923431411,0.636871844000068,-0.114529937271231,0.90881771602036299,0.953830697587845,10.9193826745501,12.3960138289607,15,Not Significant
1700013M08Rik,ENSMUSG00000106586,RIKEN cDNA 1700013M08 gene,21.5918229863324,0.501613999236777,0.538028074068011,0.93231937776795,0.35117149623118499,0.55510598239604103,25.5480929266808,17.6355530459839,5,Not Significant
1700015H07Rik,ENSMUSG00000115761,RIKEN cDNA 1700015H07 gene,355.874029880366,0.182541376563012,0.299652461827082,0.60917696270538,0.54240714845658899,0.71424393435951306,377.995169220936,333.752890539795,15,Not Significant
1700015O11Rik,ENSMUSG00000097671,RIKEN cDNA 1700015O11 gene,15.0739231768242,-0.69716403790129,0.580960929062459,-1.20001880165394,0.23013203848777999,0.43183533705859101,11.0596783044907,19.0881680491577,6,Not Significant
1700016J18Rik,ENSMUSG00000111103,RIKEN cDNA 1700016J18 gene,75.3346729432979,-0.356737125828558,0.358028034108995,-0.996394393294787,0.31905855610581402,0.52344965843420499,65.0753981724324,85.5939477141634,10,Not Significant
1700016K05Rik,ENSMUSG00000114563,RIKEN cDNA 1700016K05 gene,425.587133200168,-0.316139999505639,0.252326830179525,-1.25289886644521,0.210242514485497,0.40806580575809198,379.181694991426,471.99257140891,17,Not Significant
1700016P03Rik,ENSMUSG00000085609,RIKEN cDNA 1700016P03 gene,443.713756349292,-1.09719482662423,0.404773053743432,-2.71064196709026,6.7153094135435501E-3,4.9084869863303501E-2,282.501398991736,604.926113706849,11,Not Significant
1700017B05Rik,ENSMUSG00000032300,RIKEN cDNA 1700017B05 gene,128.334219366296,-0.325022025040183,0.310710524246588,-1.04606056015739,0.29553307291396003,0.49995778288368797,113.996002800506,142.672435932086,9,Not Significant
1700017M07Rik,ENSMUSG00000105651,RIKEN cDNA 1700017M07 gene,13.4308913822429,-1.75731847797851,0.556827119699575,-3.15594987350227,1.59976350984307E-3,1.9258370461102101E-2,6.00733210695201,20.8544506575337,3,Not Significant
1700018A04Rik,ENSMUSG00000038408,RIKEN cDNA 1700018A04 gene,80.1271019743893,-0.797094886585906,0.358587547766314,-2.22287386037554,2.6224306840332098E-2,0.113075987509622,58.8041432839161,101.450060664863,13,Not Significant
1700018A23Rik,ENSMUSG00000107368,RIKEN cDNA 1700018A23 gene,33.6226364266823,0.0514400129723979,0.386701756511458,0.133022444574476,0.89417563003741896,0.94568123928479997,33.9150476214035,33.3302252319611,6,Not Significant
